8,4164,0.9980824545,663,1446,99,0
1608,1115,0.4094748439,114,197,70,0
459,5875,0.9275339438,3685,646,52,0
429,2609,0.8587886768,887,1313,42,0
1433,7268,0.8353062866,30247,60513,53,0
63534,56743,0.4717693325,26,378,0,0
150,18921,0.9921346547,177,87,77,0
166,886,0.8422053232,259,1702,79,0
38919,52933,0.5762857641,28583,4968,13,0
148,760,0.8370044053,15,20,6,0
