1855,13148,0.8763580617,293,2982,False,19,30
179,1098,0.8598277212,450,372,False,10,704
7,2077,0.9966410749,614,1377,False,20,1743
130,125884,0.9989683686,1088,4247,False,10,19736
301,348,0.5362095532,23,208,False,11,3426
165,644,0.7960444994,233,1681,False,15,601
456,2638,0.8526179703,797,398,False,10,3530
247,5381,0.9561122957,230,263,False,9,6929
598852,1743155,0.7442996541,6827,3609,False,11,427
374,1529,0.8034682081,234,348,False,19,6145
-1,-1,-1,-1,-1,-1,-1,-1
1717,3827,0.6902958153,305,1968,False,20,0
71,145927,0.9995136920,401,605,False,14,146403
3,7544,0.9996024911,5,67,False,19,5066
4974,5195,0.5108663585,7247,8823,False,11,4679
485,2156,0.8163574404,788,5442,False,20,36
194,11723,0.9837207351,317,340,False,7,21968
820,12483,0.9383597685,2956,3325,False,4,21490
1,3140,0.9996816301,0,1,False,0,0
223,212,0.4873563218,19,125,False,11,2632
22,1460,0.9851551957,0,2,False,0,0
212,7472,0.9724102030,952,1057,False,9,26389
4407,37483,0.8947958940,9256,8003,False,20,136
42,470,0.9179687500,30,161,False,20,289
8,121731,0.9999342856,1,2433,True,19,85
22,2584,0.9915579432,2728,1467,False,11,14945
87,6757,0.9872881356,1904,2070,False,11,7821
1801,9880,0.8458179950,1344,1907,False,15,2535
2497,70252,0.9656765041,290225,271692,False,0,69
685,5348,0.8864578153,606,404,False,10,14373
2,10944,0.9998172849,0,320,False,20,3
5349,5065,0.4863645093,394,529,False,0,10367
17,20760,0.9991817876,355,20231,False,13,1013
34,17219,0.9980293282,1151,2618,False,14,6817
2514,5023,0.6664455354,2028,2278,False,10,13460
240,14380,0.9835841313,2,9626,False,20,2
8929,18397,0.6732416014,5153,22736,False,13,2030
5490,6872,0.5558971040,6640,539,False,11,5671
320,873,0.7317686505,550,569,False,17,9374
4422,3746,0.4586190010,572,330,False,8,3702
72,33,0.3142857143,0,15,False,15,0
0,146,1.0000000000,0,3,False,3,0
138,2009,0.9357242664,107,415,False,8,1593
581,8981,0.9392386530,414,405,False,9,1590
1903,4565,0.7057823129,193,1949,False,14,27617
-1,-1,-1,-1,-1,-1,-1,-1
9920,11024,0.5263559969,8253,2812,False,20,115
6,2712,0.9977924945,2,39,False,9,0
283,32937,0.9914810355,140,16899,False,20,2
344,360,0.5113636364,64,54,False,15,41994
2434,3095,0.5597757280,198,300,False,14,11079
486,4826,0.9085090361,254,1090,False,14,11
4,20095,0.9998009851,26,36,False,20,21
38,5031,0.9925034524,3,2039,False,20,0
270,2084,0.8853016143,117,179,False,20,0
828,247930,0.9966714638,922,2041,False,15,3203
18,1172,0.9848739496,0,0,False,0,0
607,17275,0.9660552511,4548,5551,False,16,10235
195,3935,0.9527845036,1951,1970,False,8,23146
2,700,0.9971509972,0,64,False,20,0
214,85973,0.9975170269,1249,7568,False,17,0
-1,-1,-1,-1,-1,-1,-1,-1
107,5097,0.9794388932,135,439,False,18,249070
1307,7170,0.8458180960,30043,60366,False,16,69
212,1811,0.8952051409,342,441,False,19,0
944,3724,0.7977720651,995,1329,False,11,15825
1,1866,0.9994643814,0,0,False,0,0
586,8412,0.9348744165,36,30,False,14,11742
