718,1522,0.6794642857,388,482,False,67,0
34,13753,0.9975339088,1126,4199,False,92,0
192,16959,0.9888053175,141,7832,False,59,0
3,19539,0.9998464845,29,35,False,35,0
318,2733,0.8957718781,64,70,False,37,0
29008,42233,0.5928187420,67385,237318,False,56,0
903,5405,0.8568484464,158,779,False,7,0
1240,6927,0.8481694625,2050,2096,False,92,0
158,57285,0.9972494473,18714,6489,False,25,0
346,9518,0.9649229521,949,1148,False,53,0
687,8850,0.9279647688,2100,2138,False,62,0
2211,2583,0.5387984981,2,160,False,88,0
113,264,0.7002652520,38,111,False,96,0
1599,1873,0.5394585253,5713,1549,False,72,0
40,19727,0.9979764254,1263,2734,False,29,0
2825,326,0.1034592193,1505,3649,False,67,0
212,16178,0.9870652837,1823,1560,False,19,0
234,3297,0.9337298216,1228,1511,False,71,0
491,11979,0.9606255012,10280,3430,True,6,0
1,265,0.9962406015,0,1,False,1,0
191,1398,0.8797986155,1,223,False,100,0
32,92425,0.9996538932,55,120,False,72,0
317,231,0.4215328467,44,145,False,42,0
201,371,0.6486013986,11673,20331,False,43,0
730,4545,0.8616113744,108000,111248,False,42,0
515,181802,0.9971752497,717,9267,False,49,0
82,90469,0.9990944330,3242,455164,False,100,0
1894,4395,0.6988392431,200,1959,False,69,0
